name	kind	qualified_name	file	anchor
SDK	module	SDK	reference/SDK/_module.SDK.md	
InfrontSDK	namespace	SDK.InfrontSDK	reference/SDK/_module.SDK.InfrontSDK.md	
CoreDataAPI	namespace	SDK.InfrontSDK.CoreDataAPI	reference/SDK/_module.SDK.InfrontSDK.CoreDataAPI.md	
AnalyticscalculationsBetaResponse	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsBetaResponse	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsBetaResponse.md	
AnalyticscalculationsBetaResult	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsBetaResult	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsBetaResult.md	
AnalyticscalculationsListPerformanceResponse	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsListPerformanceResponse	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsListPerformanceResponse.md	
AnalyticscalculationsListVolatilityResponse	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsListVolatilityResponse	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsListVolatilityResponse.md	
AnalyticscalculationsMarketCapitalizationResponse	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsMarketCapitalizationResponse	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsMarketCapitalizationResponse.md	
AnalyticscalculationsMarketCapitalizationResult	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsMarketCapitalizationResult	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsMarketCapitalizationResult.md	
AnalyticscalculationsOTFCalculation	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.md	
date_period_code	property	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.date_period_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.md	date_period_code
frequency_code	property	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.frequency_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.md	frequency_code
reference_type_code	property	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.reference_type_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.md	reference_type_code
used_quotes_count	property	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.used_quotes_count	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.md	used_quotes_count
value	property	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.value	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsOTFCalculation.md	value
AnalyticscalculationsPerformanceResult	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsPerformanceResult	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsPerformanceResult.md	
AnalyticscalculationsRSquaredResponse	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsRSquaredResponse	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsRSquaredResponse.md	
AnalyticscalculationsRSquaredResult	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsRSquaredResult	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsRSquaredResult.md	
AnalyticscalculationsUnleveredBetaResponse	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsUnleveredBetaResponse	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsUnleveredBetaResponse.md	
AnalyticscalculationsUnleveredBetaResult	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsUnleveredBetaResult	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsUnleveredBetaResult.md	
AnalyticscalculationsVolatilityResult	interface	SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsVolatilityResult	reference/SDK/SDK.InfrontSDK.CoreDataAPI.AnalyticscalculationsVolatilityResult.md	
BasedefCount	interface	SDK.InfrontSDK.CoreDataAPI.BasedefCount	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefCount.md	
id	property	SDK.InfrontSDK.CoreDataAPI.BasedefCount.id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefCount.md	id
value	property	SDK.InfrontSDK.CoreDataAPI.BasedefCount.value	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefCount.md	value
BasedefEntityMeta	interface	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	
cache_source	property	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.cache_source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	cache_source
cached	property	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.cached	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	cached
elapsed_time	property	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.elapsed_time	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	elapsed_time
error_code	property	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.error_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	error_code
error_message	property	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.error_message	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	error_message
expire	property	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.expire	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	expire
request_timestamp	property	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.request_timestamp	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	request_timestamp
status	property	SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.status	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefEntityMeta.md	status
BasedefError	interface	SDK.InfrontSDK.CoreDataAPI.BasedefError	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefError.md	
BasedefFilterParamDouble	interface	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.md	
eq	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.eq	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.md	eq
ge	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.ge	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.md	ge
gt	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.gt	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.md	gt
le	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.le	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.md	le
lt	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.lt	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.md	lt
ne	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.ne	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamDouble.md	ne
BasedefFilterParamInt32	interface	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.md	
eq	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.eq	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.md	eq
ge	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.ge	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.md	ge
gt	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.gt	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.md	gt
le	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.le	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.md	le
lt	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.lt	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.md	lt
ne	property	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.ne	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamInt32.md	ne
BasedefFilterParamString	interface	SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamString	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefFilterParamString.md	
BasedefHbres	interface	SDK.InfrontSDK.CoreDataAPI.BasedefHbres	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefHbres.md	
pong	property	SDK.InfrontSDK.CoreDataAPI.BasedefHbres.pong	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefHbres.md	pong
BasedefLink	interface	SDK.InfrontSDK.CoreDataAPI.BasedefLink	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefLink.md	
BasedefMeta	interface	SDK.InfrontSDK.CoreDataAPI.BasedefMeta	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefMeta.md	
elapsed_time	property	SDK.InfrontSDK.CoreDataAPI.BasedefMeta.elapsed_time	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefMeta.md	elapsed_time
expire	property	SDK.InfrontSDK.CoreDataAPI.BasedefMeta.expire	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefMeta.md	expire
page_size	property	SDK.InfrontSDK.CoreDataAPI.BasedefMeta.page_size	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefMeta.md	page_size
request_timestamp	property	SDK.InfrontSDK.CoreDataAPI.BasedefMeta.request_timestamp	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefMeta.md	request_timestamp
size	property	SDK.InfrontSDK.CoreDataAPI.BasedefMeta.size	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefMeta.md	size
BasedefPagination	interface	SDK.InfrontSDK.CoreDataAPI.BasedefPagination	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefPagination.md	
index	property	SDK.InfrontSDK.CoreDataAPI.BasedefPagination.index	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefPagination.md	index
page_size	property	SDK.InfrontSDK.CoreDataAPI.BasedefPagination.page_size	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefPagination.md	page_size
size	property	SDK.InfrontSDK.CoreDataAPI.BasedefPagination.size	reference/SDK/SDK.InfrontSDK.CoreDataAPI.BasedefPagination.md	size
CdapiBondBenchmark	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondBenchmark	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondBenchmark.md	
CdapiBondBenchmarksData	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondBenchmarksData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondBenchmarksData.md	
CdapiBondBondSenioritiesData	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondBondSenioritiesData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondBondSenioritiesData.md	
CdapiBondBondSeniority	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondBondSeniority	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondBondSeniority.md	
CdapiBondBusinessDayConvention	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondBusinessDayConvention	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondBusinessDayConvention.md	
CdapiBondClassification	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondClassification	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondClassification.md	
bond_category	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondClassification.bond_category	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondClassification.md	bond_category
bond_type	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondClassification.bond_type	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondClassification.md	bond_type
CdapiBondClassificationBondCategoriesData	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationBondCategoriesData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationBondCategoriesData.md	
CdapiBondClassificationBondCategory	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationBondCategory	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationBondCategory.md	
CdapiBondClassificationBondType	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationBondType	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationBondType.md	
CdapiBondClassificationBondTypesData	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationBondTypesData	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationBondTypesData.md	
CdapiBondClassificationResponse	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationResponse	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondClassificationResponse.md	
CdapiBondCouponType	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondCouponType	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondCouponType.md	
CdapiBondDevelopmentGoal	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondDevelopmentGoal	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondDevelopmentGoal.md	
CdapiBondInstrumentBond	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	
_meta	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond._meta	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	_meta
benchmark	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.benchmark	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	benchmark
bond_seniority	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.bond_seniority	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	bond_seniority
business_day_convention	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.business_day_convention	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	business_day_convention
call_put_option	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.call_put_option	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	call_put_option
coupon	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.coupon	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	coupon
coupon_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.coupon_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	coupon_date
coupon_date_1	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.coupon_date_1	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	coupon_date_1
coupon_date_2	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.coupon_date_2	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	coupon_date_2
coupon_date_3	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.coupon_date_3	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	coupon_date_3
coupon_date_4	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.coupon_date_4	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	coupon_date_4
coupon_type	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.coupon_type	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	coupon_type
depot_currency_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.depot_currency_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	depot_currency_code
development_goal	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.development_goal	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	development_goal
first_coupon_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.first_coupon_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	first_coupon_date
first_interest_rate_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.first_interest_rate_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	first_interest_rate_date
first_interest_rate_period_start_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.first_interest_rate_period_start_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	first_interest_rate_period_start_date
id	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.id	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	id
interest_rate	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate
interest_rate_calculation_method	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_calculation_method	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_calculation_method
interest_rate_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_date
interest_rate_day	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_day	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_day
interest_rate_fixing	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_fixing	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_fixing
interest_rate_month	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_month	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_month
interest_rate_pa	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_pa	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_pa
interest_rate_period	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_period	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_period
interest_rate_period_count	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_period_count	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_period_count
interest_rate_spread	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_spread	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_spread
interest_rate_type	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.interest_rate_type	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	interest_rate_type
is_call_option	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.is_call_option	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	is_call_option
is_put_option	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.is_put_option	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	is_put_option
is_subordinate	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.is_subordinate	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	is_subordinate
issuing_country_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.issuing_country_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	issuing_country_code
issuing_currency_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.issuing_currency_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	issuing_currency_code
issuing_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.issuing_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	issuing_date
issuing_price	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.issuing_price	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	issuing_price
issuing_volume	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.issuing_volume	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	issuing_volume
last_coupon_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.last_coupon_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	last_coupon_date
last_interest_rate_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.last_interest_rate_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	last_interest_rate_date
maturity_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.maturity_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	maturity_date
minimum_traded_unit	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.minimum_traded_unit	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	minimum_traded_unit
minimum_traded_volume	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.minimum_traded_volume	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	minimum_traded_volume
next_coupon_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.next_coupon_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	next_coupon_date
nominal_value	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.nominal_value	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	nominal_value
outstanding_amount	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.outstanding_amount	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	outstanding_amount
percentage_dependence	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.percentage_dependence	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	percentage_dependence
redemption_price	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.redemption_price	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	redemption_price
redemption_type	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.redemption_type	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	redemption_type
reference_interest_rate	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.reference_interest_rate	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	reference_interest_rate
reference_interest_rate_maturity	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.reference_interest_rate_maturity	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	reference_interest_rate_maturity
reference_interest_rate_period	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.reference_interest_rate_period	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	reference_interest_rate_period
reference_interest_rate_period_count	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.reference_interest_rate_period_count	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	reference_interest_rate_period_count
reference_interest_rate_wkn	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.reference_interest_rate_wkn	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	reference_interest_rate_wkn
settlement_currency_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.settlement_currency_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	settlement_currency_code
source	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.source	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	source
special_debitor_redemption	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.special_debitor_redemption	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	special_debitor_redemption
special_redemption	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.special_redemption	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	special_redemption
status	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.status	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	status
with_holding_tax	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.with_holding_tax	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBond.md	with_holding_tax
CdapiBondInstrumentBondCallPutOption	interface	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.md	
currency_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.currency_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.md	currency_code
exercise_type_code	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.exercise_type_code	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.md	exercise_type_code
from_date	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.from_date	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.md	from_date
in_whole_part	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.in_whole_part	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.md	in_whole_part
is_formula_based_price	property	SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.is_formula_based_price	reference/SDK/SDK.InfrontSDK.CoreDataAPI.CdapiBondInstrumentBondCallPutOption.md	is_formula_based_price
